scope	lemma	source_sha256	fixed_sha256	match
impact-composition	install_event_has_single_source	8d0b0826f48dd53c5b1a15e0edd719b7fa9ce0349845fb42346c186c95ff43a5	8d0b0826f48dd53c5b1a15e0edd719b7fa9ce0349845fb42346c186c95ff43a5	MATCH
impact-composition	install_handle_unique	897ad26f417d613cc3eaff9b1fecf2b15130ebde3c0447eeeb3c6811cda3f246	897ad26f417d613cc3eaff9b1fecf2b15130ebde3c0447eeeb3c6811cda3f246	MATCH
impact-composition	accept_output_installed_at_most_once	dff32161671024c1990d8b44ef632dbe277f776ab8cd1fd1af421312e93f1225	dff32161671024c1990d8b44ef632dbe277f776ab8cd1fd1af421312e93f1225	MATCH
impact-composition	distinct_accept_sources_have_distinct_handles	347839c58aa0e3e056814902d4db547c0b32c3da6c2a363471f4f494668094a8	347839c58aa0e3e056814902d4db547c0b32c3da6c2a363471f4f494668094a8	MATCH
impact-composition	install_requires_batch_complete	e3cd685c6fdb18e9fad0b6089d69e36e690ab2dc69f5b4ba4702f8df1e9aa24d	e3cd685c6fdb18e9fad0b6089d69e36e690ab2dc69f5b4ba4702f8df1e9aa24d	MATCH
impact-composition	consumer_complete_requires_all_outputs_installed	befa4d1062c5fea319beb6b6802a2c527c023a7724fff6be9d39309f1cab91f0	befa4d1062c5fea319beb6b6802a2c527c023a7724fff6be9d39309f1cab91f0	MATCH
impact-composition	consumer_complete_single_use	978e5ae75273afc0e7f6d3ad6c07667c2a64cb086cafb388307e1823edab505e	978e5ae75273afc0e7f6d3ad6c07667c2a64cb086cafb388307e1823edab505e	MATCH
impact-composition	no_install_after_consumer_close	79ca1af70bb717fce0f73862b83e0cd19cdd3115c3801df80bf55650c3a62d7d	79ca1af70bb717fce0f73862b83e0cd19cdd3115c3801df80bf55650c3a62d7d	MATCH
impact-composition	normal_one_accept_one_install	93fe5919518ad312063ae01a47538686f99584bc35a7ee4415f1e3dcd9590115	93fe5919518ad312063ae01a47538686f99584bc35a7ee4415f1e3dcd9590115	MATCH
impact-composition	normal_consumer_complete	53d00ee49cb9cd3511a8084cf8b272f92babfdc2f1e3b6946cd11700f290fb6b	53d00ee49cb9cd3511a8084cf8b272f92babfdc2f1e3b6946cd11700f290fb6b	MATCH
impact-composition	one_send_two_accepts_two_installs_exists	93205fdeddbade548f596f4b81728d89e9f4151ddd45d8e570a42143badcda66	93205fdeddbade548f596f4b81728d89e9f4151ddd45d8e570a42143badcda66	MATCH
impact-composition	unique_install_within_completed_consumer	349896f6a53b2c8da78955a19eae18e90326f5213c029df6ca1e056afe659283	349896f6a53b2c8da78955a19eae18e90326f5213c029df6ca1e056afe659283	MATCH
impact-lower	normal_single_accept	c5227f458083d0fc826cd205dfb1df4f9c87e844c9dce8de702431cbdc3bdb0f	c5227f458083d0fc826cd205dfb1df4f9c87e844c9dce8de702431cbdc3bdb0f	MATCH
impact-lower	normal_batch_complete	90764555c82363211ef4e78d08089463c97c85ffa6f29a4f1c7bd197092e06bf	90764555c82363211ef4e78d08089463c97c85ffa6f29a4f1c7bd197092e06bf	MATCH
impact-lower	one_send_two_accepts_exists	e9c9c6b6b50d372aef6a6512bb246c43ebb66d79433f01af82067d4921e844b4	e9c9c6b6b50d372aef6a6512bb246c43ebb66d79433f01af82067d4921e844b4	MATCH
impact-lower	same_message_accepted_at_most_once	c66e0f36b096046a54e3aaa8c4c7596d23b455f0c1039515acce95e6c87779ea	c66e0f36b096046a54e3aaa8c4c7596d23b455f0c1039515acce95e6c87779ea	MATCH
impact-lower	full_message_unique_send	470359c1337c3ca85259e40612c31d2128c221323ffc671d2cba73d47951fa7f	470359c1337c3ca85259e40612c31d2128c221323ffc671d2cba73d47951fa7f	MATCH
impact-lower	receiver_accept_has_sender	703ec509a70cd8a38b47f5b0a2e944d5963aa4dbb84129b7fe49fe86b8d9d841	703ec509a70cd8a38b47f5b0a2e944d5963aa4dbb84129b7fe49fe86b8d9d841	MATCH
impact-lower	injective_receiver_accept	851a231f1a5189c2ea46c43421d4fb3ff8af50ea12333cec38d9ece81ef00c40	851a231f1a5189c2ea46c43421d4fb3ff8af50ea12333cec38d9ece81ef00c40	MATCH
impact-lower	slot_indices_distinct	13b993991ec134db4f6a6b725dd6b4f029efd2d5d8525223702a097217288768	13b993991ec134db4f6a6b725dd6b4f029efd2d5d8525223702a097217288768	MATCH
impact-lower	process_requires_slot_added	f90213ed510688d0a86737b74d924064ac56bfce0961381fb11b8efc7e47becf	f90213ed510688d0a86737b74d924064ac56bfce0961381fb11b8efc7e47becf	MATCH
impact-lower	process_requires_seal	96433a8ad6eff62ab2f523b4d0f15ad18f84549c51f50f1c42a9cf7f3557da7e	96433a8ad6eff62ab2f523b4d0f15ad18f84549c51f50f1c42a9cf7f3557da7e	MATCH
impact-lower	complete_requires_all_slots_processed	c6a5f462f32bd9eadbaab242948fb7f13494d83de4dc3c136b949b9577792a4a	c6a5f462f32bd9eadbaab242948fb7f13494d83de4dc3c136b949b9577792a4a	MATCH
impact-lower	no_add_after_seal	d6d1bf1c660d4efdd301b91e424ce8cab358366c7d0960dc950778d7b9c0fc5f	d6d1bf1c660d4efdd301b91e424ce8cab358366c7d0960dc950778d7b9c0fc5f	MATCH
impact-lower	no_accept_after_close	2226c0016f928de4ad97c6b0a61516d654f7f09a89520d591793085da76f6680	2226c0016f928de4ad97c6b0a61516d654f7f09a89520d591793085da76f6680	MATCH
impact-lower	batch_complete_consumes_state	0d50d7a91921408c14679ca6c9e34b259629de8ef7146839e23977074f737582	0d50d7a91921408c14679ca6c9e34b259629de8ef7146839e23977074f737582	MATCH
impact-lower	batch_fail_consumes_state	c464f5d899a10cd8c8869c4e3e301d6f3115430fb6eef41822e55d9450186f1d	c464f5d899a10cd8c8869c4e3e301d6f3115430fb6eef41822e55d9450186f1d	MATCH
impact-lower	batch_end_token_single_use	6a0f507ed61d77c7e53126d3e90080f0e51e4381a099a2d73f0ef982e7e4fd23	6a0f507ed61d77c7e53126d3e90080f0e51e4381a099a2d73f0ef982e7e4fd23	MATCH
impact-lower	receiver_state_single_batch	5070513c41bdce6772247ba690aa5f8e9ea05fd27b1f6cd34fbf427fc1d60164	5070513c41bdce6772247ba690aa5f8e9ea05fd27b1f6cd34fbf427fc1d60164	MATCH
impact-lower	receiver_state_single_batch_end	65babac2d51d05bf2e51f60d76d88d94254ae28dbb0ea9e85c964001e76ce319	65babac2d51d05bf2e51f60d76d88d94254ae28dbb0ea9e85c964001e76ce319	MATCH
